,0
814,کے مطابق صرف کا نام لیا کچھ نہیں پڑھا رہ گیا تھا ان کے خیال کے مطابق نام لیا زبردست قسم کی رپورٹ کر سکتی تھی میں کسی کو طیارے میں
815,سکتی تھی اور نیپال میں لے کر کسی دوسرے میک اپ میں دونوں آنسو لے کر کسی دوسرے راستے سے نکلنے کی کوشش کرسکتی تھی ان افراد نے دیکھا
816,انسان کے دماغ پر قابض ہو گئے تھے اور انہیں اس نیلی ساڑھی والے کی گفتگو میں تھے جو دشمن ثابت ہوئی تھی
817,کیمرے کے پیچھے جو کھڑا ہوا ہے اس نے اپنی رپورٹ بھیجی ہے کہ اس کے دماغ کو ہلکا سا جھٹکا لگا تھا اس طرح یہ کیمرے کے سامنے سے گزر جانا چاہتی تھی
818,کتاب دیکھنے کے بجائے اسی کو دیکھتے رہنے پر مجبور کر رہی تھی اور اس پر دیکھ نہیں کیا تھا جبکہ سامنے کھڑی ہو یا سنت یا نہیں چینج کر رہی تھی پھر
819,بیان کے مطابق میں نے اور اس نے باری باری دونوں افسران کو حل کر سکتا پہنچایا اور آپ نے کہا تھا کہ تم لوگ اپنی مرضی کے خلاف اپنی جگہ سے اٹھ کر میرے سامنے با ادب
820,انہوں نے سونیا ٹینشن ہو کر کہا کہ ہم آپ کے دشمن نہیں دوست ہیں بلکہ دوست بھی نہیں خادم ہے آپ ہمیں آزما کر دیکھیں
821,اب اپنی خدمت کا موقع دیں ہم نے آپ کو گرفتار نہیں کیا ڈونڈ نکالا ہے اور ڈھونڈتا ہے وہی ہے جو کسی کو چاہتے ہیں بھگوان
822,تیرے پیچھے بھاگتے ہیں سمجھ میں نہیں آتا آخر مجھے اس دنیا کے کس حصے میں سکون اور آرام سے کھانا ملے گا میں نے کہا کہ آپ کی یہ جنگ ہے
823,سنی ہے آپ نے یہ اجنبی ہے یہاں کرتی ہے یہی آپ کو آرام اور سکون ملے گا
824,پتّیاں پھول کی جھڑ سے لگے ایک آفیسر نے ریسیور اٹھا کر کہا فیل ہو دوسری طرف سے آنے والی انٹیلی جنس کے دفتر سے بھارتی فوجی سیمنٹ
825,آپ سر کہہ رہا تھا میں عربی مرد سے بات کرنا چاہتا ہوں نیپالی انڈیز کے افسر نے بھارتی افسر کی طرف بڑھا دیا اس نے رسیو لے کر کہا ہیلو
826,زبردستی تک یہ پیغام پہنچانا چاہتا ہے کہ وہ اپنے بیٹے سے ملنا چاہتی ہے اسے حاصل کرنا چاہتی ہے اسے حاصل کرنا چاہتی ہے تو میں
827,کسی سے بھی رابطہ قائم کرے لیکن نیپال اور بھارت سے نکلنے کے بعد اس معاملے پر بات چیت ہو گی بھارتی حدود میں وہ بارش کے سلسلے میں سوات سے کوئی فائدہ نہیں
828,سب سے پہلے ہمارے دونوں بچوں کو ہمارے آدمیوں کی نگرانی میں کسی محفوظ جگہ پہنچایا جا سکتا ہے سنیا نے مسکرا کر کہا شاباش ذہین ہو
829,وہ جس پر موسم کے ہاتھ نہیں لگا سکتا افسر نے کہا دی بھیجیں ذرا صبر سے کام لینے ہم اس سلسلے میں معلومات حاصل کر رہے ہیں میرے لئے آپ کیا
830,علم حاصل کریں گے چیف آفیسر سے کی ہے کہ سفر ماسٹر کے کسی بھی آدمی سے فون پر اطلاع کریں میں تمہارے چیف کے دماغ میں پہنچ جاؤں گی پھر اس کے ذریعہ سفر ماسٹر کے
831,سیکنڈ تھا اس نے کسی اور کے ماتھے پر ہاتھ رکھ کر اپنے ماسٹر سے کہا بھارتی فوج کی کا فیصلہ کرنا چاہتے ہیں اس نے رسیو لے کر کہا
832,فرمائے مجھ سے گفتگو کرنے کی زحمت کیسے گوارا کی دوسری طرف سے کہا گیا تم لوگوں نے پولیس کو اغواء کرکے اچھا نہیں کیا
833,ہماری ٹیم میں رہوں گی تو ظالم میں اور پختگی سے دیکھا اور پوچھا کہ میری اس جنگ میں کوئی خامی نہیں ہے
834,نکال سکیں وہ برسوں سے متاثر ہو کر بولا آفیسر اگر ہم نے پارس کو آگاہ کیا ہے تو اس سے آپ کا کوئی تعلق نہیں ہے جس سے تعلق ہے
835,وہ ہم سے بات کرے گی آفیسر نے طنزیہ انداز میں کہا تم کیا سمجھتے ہو ہماری بیوی سے بچ کر نکل جاؤ گے وہ میرے ذریعے اب تک تمہارے دماغ
836,کوئی بیٹھا ہوا تھا اور سمجھ رہا تھا کہ ابھی ابھی ٹیلی پیتھی کے ذریعے اس کے دماغ کو جھٹکا پہنچایا گیا ہے اس لیے اس کے حلق سے چیخ نکل گئی تھی اور
837,سے چھوٹ گیا تھا اسی وقت میں نے مخاطب کیا ہیلو مسٹر رہی ہو
838,زیادہ خاکسار یزدانی کی ضرورت نہیں ہے اگر تمہارے دوست ہوتے تو ہماری خدمت کے لئے اتنی بے چین ہوتے تو میرے بیٹے کو اپنا نہ کرتے
839,کیا کر رہی ہیں ہم کبھی ایسی چاہت نہیں کرسکتے اگر ہوا کرتے تو آپ کے بیٹے کو آپ کے حوالے کرنے کے لیے خود آپ کی خدمت میں حاضر ہو جاتے تھے جب ان سے
840,آ کر دے گی وہ سمجھ لیں گے کس ڈیٹ سے بچہ پیدا ہوا ہے تو اب طبیعت باتیں بھی غائب ہونے والی ہے لہذا وہ اور زیادہ محتاط ہوجائیں گے
841,اس کے چاروں طرف سے گھیر تنگ کر دیں گے اور ہمارے لئے مشکلات پیدا ہوجائگی لگایا سونی حیرانی سے پوچھا گیا
842,پھر آہستہ سے بولی میں کمزور مشورہ دیتی تو تمہاری مکمل پلاننگ کے انداز کو ہماری تمام تر ذمہ داریوں کو کیسے سمجھتی
843,یہ کہتے ہیں اس نے سونیا کے آگے گھٹنے ٹیک دیتی ہے اس کے دائیں ہاتھ کو اپنے دونوں ہاتھوں میں لے کر کہا نیا کرنے کے لیے
844,بات نہیں کہی مگر اس کی تسلی نے بتایا کہ اس کی یہ سوچ ہے تو میں نے سوچا کہ آپ سے ایک مشورہ دیں میرا نام
845,بڑھتی جا رہی تھی مرد اور عورتیں اپنے بچوں کو گود میں لیے یا کانوں پر بٹھایا اس جلوس میں شریک تھی عورتیں رنگ رنگ کے لباس میں نظر آ گئی تھی رنگ برنگی
846,دنیا بھی تھی اور جھنڈے بھی تھے رنگوں روشنیوں کا سیلاب تھا گیت سنگیت فضا میں گونج رہے تھے عورتیں اور مرد عورتوں کے خلاف ناچ رہے تھے
847,جوانی میں پہلا ساون آتا ہے تو اسے رد کے اونچے سنگھاسن پر بٹھا کر شہر کی شاہراؤں پر پھیلایا جاتا ہے بتایا جاتا ہے کہ اس بیماری کی زندگی میں
848,اس کا دیوتا آنے والا ہے یہ دیوتا کی داستان ہے میں اللہ تعالی کا ایک نہایت حقیر بندہ ہوں میری صلاحیتوں سے متاثر ہو کر مجھے دیوتا
849,محل اسٹور ہے میں اپنے سوتیلے باپ کے ساتھ رہتی ہیں جو کہ انگلینڈ کے بہت قدیم خاندان کے آخری فرد ہے یہ خاندان کبھی انگلینڈ کے
850,دنیا کی زندگی میں آیا تھا اس بیماری کا نام ہر سورتیں نیپال میں ہندو اور بدھ مت کے ماننے والوں کا یہ عقیدہ ہے کہ نوری دیوبند
851,کہ شاہی خاندان کے محافظ ہوتی ہے بیوی کے متعلق مشہور ہے کہ وہ نہایت حسین و جمیل کی لیکن ایک بار وہ صدیوں پہلے شاہ رخ کے ساتھ ایکشن فلم میں بیٹھی
852,کیا پیغام دیکھا ہے شاہی خاندان کی محافظ ہو ان کی حفاظت کرتی رہوں گی اور اپنے علم کے مطابق نہیں
853,قوم میں پیدا ہونے والی کسی حسین لڑکی کے روپ میں آیا کرو گی اس کی کتاب کے مطابق ہماری قوم میں پیدا ہونے والی لڑکیوں کا انتخاب کیا جاتا ہے
854,کو ہر اعتبار سے چاہتے ہیں کہ یہ بچپن سے جوان ہونے تک کس قدر حسین ہوتی چلی جائے گی اس کمیٹی میں علم الاعداد کے ماہرین بھی ہوتے ہیں جو انسانی جسم کی نشوونما
855,پانی کے مختلف مدارج کا تجربہ رکھتے ہیں اس کے علاوہ کسی لڑکی کو حسین ترین قرار دینے کے لئے ان کے پاس 32 نکات موجود ہوتے ہیں جو ان مقامات پر پوری
856,تمہاری سلیکشن کمیٹی والوں نے اسے پوری طرح جانچ لیا تھا وہ سرخ تھیں اس کے ہاتھوں کی انگلیاں مخروطی اور گلابی گلابی چمکیلے اور اکثریت سونگ
857,لمبی زلفیں ریشم کی طرح ملائم اور گھوڑوں کی طرح ڈالی ہوگی چہرے کے نقوش عظمت کی حسین مورتیوں کو معاف کریں گے گردن صراحی دار ہوگی
858,جہانگیر سواتی کی کمر ہے اس کے صدقے 32 نگاہ آپ مجھے یاد نہیں رہے ہو سکتے ہیں تفصیلات یاد نہیں
859,میرا بھی یہی حال ہے جب رسولی کا انتخاب کماری کی حیثیت سے کیا گیا تو اسے اس کے بعد واپس لے لیا گیا پھر ایک بڑے سے مکان میں بند کریں
860,اسے چھوٹی عمر میں ہی بڑی آزمائشوں سے گزرا کیا یہ صرف سختی کے ساتھ نہیں ہے دوسری تمام کماری کریم کے ساتھ ہوتا رہتا ہے وہ گائے کی
861,مکان میں تمہاری کا یہ عقیدہ رکھتی ہے وہ مختلف کمرے ہوتے ہیں ایک کمرے میں خونخوار جانوروں کے کٹے ہوئے سر ہوتے ہیں اور ایک دن یہ روشن ہوتا ہے اس کی تنظیم
862,ابھی کھائیں گی امریکن یہ جوان ہونے تک جس مکان میں بند رہتی ہیں اس کی کھڑکیوں پر کیلئے چھوڑ دی جاتی ہیں دروازے مقفل کر دیا جاتے ہیں روشن
863,ایسا ہوتا جہاں سے آسمان نظر آتا ہے لیکن وہاں سے جاگوں تو کسی انسان کا چہرہ نظر نہیں آتا نہ کوئی اسے دیکھ سکتا ہے ایسی قید تنہائی میں انہیں زیادہ سے زیادہ
864,علم حاصل کرنا پڑتا ہے رحمتیں نے اسی لیے سانس روکنے کی مشق کی تھی جلتے ہوئے دیے کے سامنے بیٹھ کر اس پر نظر جمائے رکھنے کو یہ خیال پر مرکوز کی
865,کیا تھا اس کا رخ شمال کی طرف ہوتا تھا وہ جھاڑیوں اور پنڈتوں کا خیال تھا کہ اس طرح وہ دھیان سے کیا حاصل کر لے گی لیکن ان کی توقع کے بالکل خلاف
866,ویلز بینڈ میں نے
867,اس کے لئے کلکتہ چلے گئے وہ کامیاب ڈاکٹر ثابت ہوئے مگر وہاں چوری کے شبے میں انہوں نے غصے کی حالت میں اپنے باورچی کو مارا اور اتنا مارا کہ وہ مر گئی
868,حاصل ہو گیا ہے اور وہ پجاریوں پنڈتوں اور سلیکشن کمیٹی کے تمام ممبروں کے دماغ میں پہنچ کر ان کے دل کی بات بتا دیا کرتی ہے تو سب حیران رہ گئے تھے
869,ان سے جوانی تک ہماری کرنی ہے کی پرورش کے سلسلے میں چاہنے پر تمام تفصیلات پہنچائی جاتی تھی جب یہ معلوم ہوا کہ کنیاکماری کو ٹیلی پیتھی کا علم حاصل ہو گیا
870,صدیوں پہلے دارمی کتاب کے مطابق جناب ایک جانے والی بیوی کو ہاتھ لگایا تھا یا رسول اللہ
